Symbiodinium52236	K00738
Symbiodinium37422	K01663
Symbiodinium55202	K00476
Symbiodinium11277	K06180
Symbiodinium23739	K20029
Symbiodinium24096	K00472
Symbiodinium9531	K09578
Symbiodinium27849	K06689
Symbiodinium25979	K11434
Symbiodinium31405	K00940
Symbiodinium50370	K12132
Symbiodinium39940	K24764
Symbiodinium31249	K17914
Symbiodinium47948	K00382
Symbiodinium35822	K23555
Symbiodinium34567	K08794
Symbiodinium9173	K21867
Symbiodinium41553	K00128
Symbiodinium5271	K01934
Symbiodinium17578	K12460
Symbiodinium32885	K15013
Symbiodinium21324	K15630
Symbiodinium25176	K07937
Symbiodinium14274	K11416
Symbiodinium30063	K17459
Symbiodinium32677	K17341
Symbiodinium54362	K15332
Symbiodinium31220	K14026
Symbiodinium18791	K15015
Symbiodinium32033	K21989
Symbiodinium28992	K15704
Symbiodinium17000	K09568
Symbiodinium46123	K01307
Symbiodinium20383	K05681
Symbiodinium39019	K06978
Symbiodinium26274	K03260
Symbiodinium6809	K10799
Symbiodinium35155	K03521
Symbiodinium48737	K18703
Symbiodinium5785	K08994
Symbiodinium50193	K18422
Symbiodinium26998	K01637
Symbiodinium9611	K08869
Symbiodinium48998	K03929
Symbiodinium34196	K01358
Symbiodinium26453	K06901
Symbiodinium34505	K17550
Symbiodinium15096	K16914
Symbiodinium32248	K03363
Symbiodinium7975	K03768
Symbiodinium37634	K07436
Symbiodinium48584	K10277
Symbiodinium37013	K13412
Symbiodinium54655	K17508
Symbiodinium48174	K24930
Symbiodinium40526	K25819
Symbiodinium11703	K01880
Symbiodinium7531	K06530
Symbiodinium32065	K16290
Symbiodinium27050	K00434
Symbiodinium42056	K04512
Symbiodinium10702	K07566
Symbiodinium52445	K01201
Symbiodinium7078	K14411
Symbiodinium16181	K12132
Symbiodinium16223	K10085
Symbiodinium49671	K04392
Symbiodinium23917	K26223
Symbiodinium11967	K13412
Symbiodinium15467	K12160
Symbiodinium38467	K18442
Symbiodinium10859	K00380
Symbiodinium42384	K05309
Symbiodinium10226	K24737
Symbiodinium34090	K19519
Symbiodinium26968	K16726
Symbiodinium30368	K02945
Symbiodinium55926	K21440
Symbiodinium42922	K17499
Symbiodinium25325	K16743
Symbiodinium61733	K16726
Symbiodinium30141	K04382
Symbiodinium57827	K15445
Symbiodinium37937	K17783
Symbiodinium22898	K14442
Symbiodinium43925	K10615
Symbiodinium48032	K01751
Symbiodinium28943	K02895
Symbiodinium21229	K03403
Symbiodinium30231	K24826
Symbiodinium21755	K10967
Symbiodinium43499	K17914
Symbiodinium43688	K14564
Symbiodinium55167	K14440
Symbiodinium51389	K21398
Symbiodinium55613	K10380
Symbiodinium27943	K02212
Symbiodinium24042	K12132
Symbiodinium49889	K13953
Symbiodinium9669	K20178
Symbiodinium39398	K06178
Symbiodinium13658	K10380
Symbiodinium11032	K13979
Symbiodinium54025	K00901
Symbiodinium13112	K16726
Symbiodinium34936	K12393
Symbiodinium34006	K11594
Symbiodinium34935	K13412
Symbiodinium18893	K23257
Symbiodinium26284	K01113
Symbiodinium53337	K16675
Symbiodinium6128	K00826
Symbiodinium25153	K17506
Symbiodinium50201	K12504
Symbiodinium29767	K09489
Symbiodinium35875	K07305
Symbiodinium28579	K15013
Symbiodinium47350	K01110
Symbiodinium7988	K20362
Symbiodinium11217	K03654
Symbiodinium31880	K08798
Symbiodinium54044	K22857
Symbiodinium27911	K23886
Symbiodinium36053	K11188
Symbiodinium46110	K20877
Symbiodinium24457	K01897
Symbiodinium42568	K02331
Symbiodinium39475	K11170
Symbiodinium9259	K03164
Symbiodinium26665	K04986
Symbiodinium35442	K00133
Symbiodinium62833	K17506
Symbiodinium24987	K10380
Symbiodinium25425	K13207
Symbiodinium28498	K03868
Symbiodinium23783	K00476
Symbiodinium30981	K10223
Symbiodinium15137	K01657
Symbiodinium26734	K10408
Symbiodinium49250	K00058
Symbiodinium53962	K14589
Symbiodinium23427	K17533
Symbiodinium9105	K20715
Symbiodinium27314	K02883
Symbiodinium51409	K06276
Symbiodinium13133	K03321
Symbiodinium43696	K10454
Symbiodinium30917	K02183
Symbiodinium52872	K11835
Symbiodinium27963	K02730
Symbiodinium27769	K16780
Symbiodinium5798	K05012
Symbiodinium31076	K10599
Symbiodinium25989	K03676
Symbiodinium75840	K02960
Symbiodinium46948	K12405
Symbiodinium30306	K00099
Symbiodinium26598	K09568
Symbiodinium8861	K20299
Symbiodinium36532	K08798
Symbiodinium23368	K00472
Symbiodinium49290	K18932
Symbiodinium27026	K23025
Symbiodinium9153	K01873
Symbiodinium6157	K00922
Symbiodinium47523	K01611
Symbiodinium47819	K09568
Symbiodinium53603	K12132
Symbiodinium41051	K16289
Symbiodinium10199	K25442
Symbiodinium44086	K00626
Symbiodinium53796	K07511
Symbiodinium26754	K09624
Symbiodinium40371	K19073
Symbiodinium47157	K05857
Symbiodinium30426	K11143
Symbiodinium42132	K06224
Symbiodinium7549	K09592
Symbiodinium30339	K10380
Symbiodinium38869	K04905
Symbiodinium25304	K21440
Symbiodinium49081	K09861
Symbiodinium33884	K01081
Symbiodinium37584	K17630
Symbiodinium32708	K04990
Symbiodinium13956	K07151
Symbiodinium21261	K01069
Symbiodinium35959	K10418
Symbiodinium52165	K21444
Symbiodinium37902	K26403
Symbiodinium8319	K01050
Symbiodinium27637	K03686
Symbiodinium42470	K10398
Symbiodinium30173	K15104
Symbiodinium40388	K22614
Symbiodinium37888	K15377
Symbiodinium26551	K11540
Symbiodinium31661	K05681
Symbiodinium11116	K11000
Symbiodinium45730	K12573
Symbiodinium48758	K00972
Symbiodinium40135	K20027
Symbiodinium40551	K13761
Symbiodinium34454	K08850
Symbiodinium49779	K04905
Symbiodinium56459	K00567
Symbiodinium55345	K10446
Symbiodinium11999	K21440
Symbiodinium45642	K19696
Symbiodinium24062	K11407
Symbiodinium40930	K23845
Symbiodinium35031	K15283
Symbiodinium64234	K12460
Symbiodinium72700	K02873
Symbiodinium29084	K01835
Symbiodinium57488	K21440
Symbiodinium9003	K01099
Symbiodinium32227	K01875
Symbiodinium41048	K16302
Symbiodinium9063	K00873
Symbiodinium14952	K11136
Symbiodinium32135	K05794
Symbiodinium41657	K08855
Symbiodinium20445	K06238
Symbiodinium11126	K10615
Symbiodinium55122	K06180
Symbiodinium19937	K23500
Symbiodinium34826	K11848
Symbiodinium32187	K14997
Symbiodinium41115	K00545
Symbiodinium45670	K01128
Symbiodinium27596	K03257
Symbiodinium45973	K13412
Symbiodinium23100	K02293
Symbiodinium47612	K19730
Symbiodinium48416	K12661
Symbiodinium5631	K11407
Symbiodinium47721	K10615
Symbiodinium36470	K19327
Symbiodinium44642	K06130
Symbiodinium5649	K15117
Symbiodinium28580	K03696
Symbiodinium50438	K02183
Symbiodinium12533	K10860
Symbiodinium12643	K00706
Symbiodinium26429	K10380
Symbiodinium41961	K03017
Symbiodinium15599	K19375
Symbiodinium44459	K11594
Symbiodinium25903	K09864
Symbiodinium44856	K10666
Symbiodinium6962	K15289
Symbiodinium31385	K01210
Symbiodinium18950	K13702
Symbiodinium16448	K16726
Symbiodinium55494	K08997
Symbiodinium14066	K00981
Symbiodinium38158	K00859
Symbiodinium19684	K12842
Symbiodinium26749	K00545
Symbiodinium45850	K12602
Symbiodinium43329	K07950
Symbiodinium29460	K01869
Symbiodinium51600	K05357
Symbiodinium70493	K19511
Symbiodinium55437	K00383
Symbiodinium13355	K07198
Symbiodinium6431	K14165
Symbiodinium55043	K21754
Symbiodinium8807	K07074
Symbiodinium35513	K08285
Symbiodinium47692	K01768
Symbiodinium31136	K03030
Symbiodinium45009	K00059
Symbiodinium27077	K06180
Symbiodinium50182	K01517
Symbiodinium44527	K24939
Symbiodinium9582	K09931
Symbiodinium41707	K22615
Symbiodinium34799	K19352
Symbiodinium6621	K10380
Symbiodinium27568	K06158
Symbiodinium42392	K10455
Symbiodinium30996	K06630
Symbiodinium46779	K11187
Symbiodinium57104	K16726
Symbiodinium23776	K10380
Symbiodinium32087	K20347
Symbiodinium43280	K10471
Symbiodinium56342	K25792
Symbiodinium17281	K04515
Symbiodinium22813	K06911
Symbiodinium52100	K08288
Symbiodinium35865	K18888
Symbiodinium18098	K11583
Symbiodinium17621	K00784
Symbiodinium8370	K08287
Symbiodinium60784	K12606
Symbiodinium51616	K04794
Symbiodinium53099	K16603
Symbiodinium29399	K03070
Symbiodinium47679	K14771
Symbiodinium15206	K05692
Symbiodinium35255	K25230
Symbiodinium42652	K07404
Symbiodinium32852	K01382
Symbiodinium53533	K15538
Symbiodinium40434	K00078
Symbiodinium51244	K13412
Symbiodinium34122	K12385
Symbiodinium32769	K10768
Symbiodinium54853	K17943
Symbiodinium31788	K20028
Symbiodinium8565	K12460
Symbiodinium37060	K01510
Symbiodinium37298	K09554
Symbiodinium8730	K20726
Symbiodinium24954	K14801
Symbiodinium33990	K02183
Symbiodinium42261	K24348
Symbiodinium11701	K02873
Symbiodinium5968	K10444
Symbiodinium52709	K10380
Symbiodinium52195	K12132
Symbiodinium34207	K13207
Symbiodinium11047	K14855
Symbiodinium28827	K18060
Symbiodinium48882	K18465
Symbiodinium26959	K24068
Symbiodinium18242	K00522
Symbiodinium20912	K03437
Symbiodinium40641	K05387
Symbiodinium26824	K13679
Symbiodinium41441	K01176
Symbiodinium44970	K13354
Symbiodinium27846	K02949
Symbiodinium13400	K01974
Symbiodinium33313	K12349
Symbiodinium8855	K10392
Symbiodinium9507	K12323
Symbiodinium29716	K02257
Symbiodinium35274	K13510
Symbiodinium32213	K22761
Symbiodinium19019	K19525
Symbiodinium32745	K22138
Symbiodinium23309	K16794
Symbiodinium52087	K14026
Symbiodinium71656	K02112
Symbiodinium43018	K04515
Symbiodinium54830	K12842
Symbiodinium40580	K07893
Symbiodinium21878	K00231
Symbiodinium43794	K10380
Symbiodinium51519	K25470
Symbiodinium46884	K12272
Symbiodinium30924	K12443
Symbiodinium27756	K07374
Symbiodinium42287	K19755
Symbiodinium12270	K16780
Symbiodinium49589	K12132
Symbiodinium8832	K23741
Symbiodinium39717	K00974
Symbiodinium15237	K05000
Symbiodinium24173	K05389
Symbiodinium15931	K18595
Symbiodinium55562	K11392
Symbiodinium26172	K21440
Symbiodinium8214	K12823
Symbiodinium37571	K17964
Symbiodinium14834	K11838
Symbiodinium22931	K11418
Symbiodinium10443	K13412
Symbiodinium21908	K22747
Symbiodinium27111	K10408
Symbiodinium11624	K10380
Symbiodinium30026	K13289
Symbiodinium24529	K24683
Symbiodinium5449	K00485
Symbiodinium27324	K02114
Symbiodinium48694	K10777
Symbiodinium9695	K17619
Symbiodinium25955	K04512
Symbiodinium7604	K04460
Symbiodinium44829	K24926
Symbiodinium26255	K02922
Symbiodinium50802	K01537
Symbiodinium28243	K12624
Symbiodinium21305	K04648
Symbiodinium19814	K00545
Symbiodinium44331	K12373
Symbiodinium32080	K00609
Symbiodinium31084	K03773
Symbiodinium32222	K17609
Symbiodinium27502	K15414
Symbiodinium42698	K04421
Symbiodinium11142	K13412
Symbiodinium5687	K16599
Symbiodinium18656	K09022
Symbiodinium25961	K14026
Symbiodinium33379	K17710
Symbiodinium54904	K00072
Symbiodinium46814	K08073
Symbiodinium23436	K04908
Symbiodinium38728	K10380
Symbiodinium9123	K10380
Symbiodinium12626	K00612
Symbiodinium34496	K03798
Symbiodinium50078	K14618
Symbiodinium35263	K04345
Symbiodinium7533	K04908
Symbiodinium12838	K03215
Symbiodinium8369	K09486
Symbiodinium6487	K15637
Symbiodinium43537	K08997
Symbiodinium50413	K13719
Symbiodinium14692	K02984
Symbiodinium46493	K20879
Symbiodinium7846	K01180
Symbiodinium8288	K03102
Symbiodinium12340	K00700
Symbiodinium54573	K10380
Symbiodinium47959	K15102
Symbiodinium47089	K20131
Symbiodinium56337	K00967
Symbiodinium13795	K10407
Symbiodinium5413	K17608
Symbiodinium43254	K22763
Symbiodinium20540	K01054
Symbiodinium34085	K23490
Symbiodinium40355	K03115
Symbiodinium25641	K24706
Symbiodinium28592	K01256
Symbiodinium32701	K22390
Symbiodinium41730	K01214
Symbiodinium45856	K07976
Symbiodinium30525	K02183
Symbiodinium8989	K15376
Symbiodinium57690	K20843
Symbiodinium44774	K01465
Symbiodinium31271	K08857
Symbiodinium5924	K00472
Symbiodinium27018	K17592
Symbiodinium11256	K03456
Symbiodinium35595	K11166
Symbiodinium13942	K01135
Symbiodinium53762	K13202
Symbiodinium49209	K10592
Symbiodinium45535	K06188
Symbiodinium40663	K25877
Symbiodinium9692	K13412
Symbiodinium43341	K10594
Symbiodinium26438	K03737
Symbiodinium18035	K01834
Symbiodinium30164	K03070
Symbiodinium9799	K00472
Symbiodinium9548	K21440
Symbiodinium37248	K00799
Symbiodinium39541	K00031
Symbiodinium29807	K00323
Symbiodinium26537	K20606
Symbiodinium7980	K23490
Symbiodinium6384	K21971
Symbiodinium22711	K10380
Symbiodinium23669	K20100
Symbiodinium23344	K03119
Symbiodinium66211	K01802
Symbiodinium36073	K01379
Symbiodinium38304	K08244
Symbiodinium27798	K00163
Symbiodinium53833	K25166
Symbiodinium30226	K10839
Symbiodinium17086	K16726
Symbiodinium35523	K03320
Symbiodinium37989	K04730
Symbiodinium5339	K05546
Symbiodinium15221	K07002
Symbiodinium7877	K02087
Symbiodinium14056	K19755
Symbiodinium38493	K00616
Symbiodinium40062	K15710
Symbiodinium25619	K16726
Symbiodinium28639	K19525
Symbiodinium21089	K00645
Symbiodinium50487	K04345
Symbiodinium46806	K01259
Symbiodinium12919	K08798
Symbiodinium37191	K10409
Symbiodinium2000	K16726
Symbiodinium26297	K10406
Symbiodinium21856	K10421
Symbiodinium41772	K24740
Symbiodinium47220	K12132
Symbiodinium22195	K11426
Symbiodinium19515	K18849
Symbiodinium41550	K03083
Symbiodinium8999	K02183
Symbiodinium29689	K11883
Symbiodinium15062	K01092
Symbiodinium29392	K08232
Symbiodinium28624	K06669
Symbiodinium55989	K18010
Symbiodinium55228	K06269
Symbiodinium37649	K13412
Symbiodinium23286	K03848
Symbiodinium74229	K02922
Symbiodinium33341	K18467
Symbiodinium58435	K17710
Symbiodinium57846	K16726
Symbiodinium22309	K04908
Symbiodinium41654	K00025
Symbiodinium15042	K00231
Symbiodinium28562	K02967
Symbiodinium49395	K08798
Symbiodinium16812	K12960
Symbiodinium41863	K01759
Symbiodinium56538	K02528
Symbiodinium9718	K16726
Symbiodinium33180	K04646
Symbiodinium45983	K17943
Symbiodinium36475	K04904
Symbiodinium49900	K13566
Symbiodinium20149	K00557
Symbiodinium45770	K21989
Symbiodinium13299	K22522
Symbiodinium14836	K20029
Symbiodinium37869	K06213
Symbiodinium7789	K17086
Symbiodinium49821	K00665
Symbiodinium39849	K07512
Symbiodinium13230	K00850
Symbiodinium14971	K14457
Symbiodinium44410	K15013
Symbiodinium45887	K14994
Symbiodinium38852	K05657
Symbiodinium32140	K09005
Symbiodinium26889	K08057
Symbiodinium20313	K11426
Symbiodinium9392	K04345
Symbiodinium34114	K03362
Symbiodinium50015	K02183
Symbiodinium31097	K08517
Symbiodinium42427	K17614
Symbiodinium46859	K20195
Symbiodinium43937	K12460
Symbiodinium37106	K12132
Symbiodinium40106	K04424
Symbiodinium32184	K13761
Symbiodinium28869	K03428
Symbiodinium7998	K19477
Symbiodinium55980	K09580
Symbiodinium12929	K00826
Symbiodinium36274	K11992
Symbiodinium56351	K12231
Symbiodinium10166	K10380
Symbiodinium33348	K23257
Symbiodinium24996	K17099
Symbiodinium53267	K10768
Symbiodinium30334	K11839
Symbiodinium75423	K02902
Symbiodinium40960	K20362
Symbiodinium53155	K11349
Symbiodinium7406	K07300
Symbiodinium57567	K15276
Symbiodinium54272	K01754
Symbiodinium19442	K02985
Symbiodinium33421	K01768
Symbiodinium31579	K00515
Symbiodinium32900	K05794
Symbiodinium10196	K02927
Symbiodinium9433	K03320
Symbiodinium54442	K17562
Symbiodinium16429	K06180
Symbiodinium42117	K12818
Symbiodinium40461	K01285
Symbiodinium68165	K02927
Symbiodinium11433	K02900
Symbiodinium37780	K09628
Symbiodinium40525	K05681
Symbiodinium29109	K13412
Symbiodinium20260	K24166
Symbiodinium9272	K10380
Symbiodinium10345	K02145
Symbiodinium27181	K02981
Symbiodinium7425	K08151
Symbiodinium18681	K17341
Symbiodinium12392	K14773
Symbiodinium31001	K01412
Symbiodinium32516	K19430
Symbiodinium52864	K04885
Symbiodinium50783	K05592
Symbiodinium42105	K12460
Symbiodinium28687	K21436
Symbiodinium53887	K00799
Symbiodinium17094	K13513
Symbiodinium60234	K10407
Symbiodinium6178	K03177
Symbiodinium7030	K24437
Symbiodinium45478	K12041
Symbiodinium29552	K15516
Symbiodinium49915	K08869
Symbiodinium54427	K18204
Symbiodinium56520	K02471
Symbiodinium37486	K01613
Symbiodinium27787	K01166
Symbiodinium29150	K23029
Symbiodinium24864	K02184
Symbiodinium41829	K26076
Symbiodinium27339	K00240
Symbiodinium10085	K02917
Symbiodinium50361	K10457
Symbiodinium23375	K17299
Symbiodinium47084	K07376
Symbiodinium23945	K19036
Symbiodinium35624	K00814
Symbiodinium41723	K22684
Symbiodinium53431	K10523
Symbiodinium29720	K13109
Symbiodinium43839	K08341
Symbiodinium51642	K02996
Symbiodinium30184	K22614
Symbiodinium19190	K20404
Symbiodinium38251	K15100
Symbiodinium30516	K17943
Symbiodinium3498	K15668
Symbiodinium27700	K11254
Symbiodinium32846	K24936
Symbiodinium32050	K03654
Symbiodinium34379	K00889
Symbiodinium19843	K16726
Symbiodinium17975	K22647
Symbiodinium32380	K21440
Symbiodinium46194	K06130
Symbiodinium30037	K12848
Symbiodinium41365	K26157
Symbiodinium8386	K01934
Symbiodinium41347	K11536
Symbiodinium36005	K04515
Symbiodinium53965	K06316
Symbiodinium7720	K08857
Symbiodinium28702	K09013
Symbiodinium34385	K19029
Symbiodinium28483	K01802
Symbiodinium23068	K04075
Symbiodinium25279	K10615
Symbiodinium48063	K17943
Symbiodinium25214	K19626
Symbiodinium7807	K02183
Symbiodinium50054	K16603
Symbiodinium20427	K12132
Symbiodinium20852	K04459
Symbiodinium11099	K08794
Symbiodinium11950	K13755
Symbiodinium44577	K04892
Symbiodinium10080	K08869
Symbiodinium32973	K13448
Symbiodinium43228	K03320
Symbiodinium11588	K02929
Symbiodinium25407	K02689
Symbiodinium58926	K17710
Symbiodinium35206	K02183
Symbiodinium30250	K00223
Symbiodinium6394	K09838
Symbiodinium32797	K16186
Symbiodinium25591	K22745
Symbiodinium5297	K03348
Symbiodinium12920	K14326
Symbiodinium30672	K04908
Symbiodinium15646	K03218
Symbiodinium47778	K20318
Symbiodinium6404	K15865
Symbiodinium53299	K22864
Symbiodinium27015	K04802
Symbiodinium23330	K14338
Symbiodinium28203	K12833
Symbiodinium36367	K14407
Symbiodinium30763	K05864
Symbiodinium27343	K11099
Symbiodinium28532	K00029
Symbiodinium13412	K08739
Symbiodinium33202	K01657
Symbiodinium13479	K08798
Symbiodinium6881	K03931
Symbiodinium42608	K09584
Symbiodinium19320	K00476
Symbiodinium8466	K07877
Symbiodinium17462	K26111
Symbiodinium7623	K10875
Symbiodinium42299	K15422
Symbiodinium29237	K01488
Symbiodinium35343	K00140
Symbiodinium28720	K17680
Symbiodinium50579	K20300
Symbiodinium17898	K12823
Symbiodinium33225	K10420
Symbiodinium27799	K13954
Symbiodinium45336	K14652
Symbiodinium35018	K18466
Symbiodinium54760	K11340
Symbiodinium9203	K13412
Symbiodinium22602	K14209
Symbiodinium21005	K05305
Symbiodinium31966	K01527
Symbiodinium37019	K10799
Symbiodinium27543	K02935
Symbiodinium29440	K00787
Symbiodinium28569	K00927
Symbiodinium30661	K10370
Symbiodinium46328	K01379
Symbiodinium26838	K12132
Symbiodinium29929	K12847
Symbiodinium42165	K08869
Symbiodinium37165	K06188
Symbiodinium55153	K11481
Symbiodinium32476	K11086
Symbiodinium18286	K10380
Symbiodinium40658	K10400
Symbiodinium37857	K16310
Symbiodinium30342	K15377
Symbiodinium39961	K03234
Symbiodinium33736	K00700
Symbiodinium7796	K03978
Symbiodinium41016	K01890
Symbiodinium5870	K25587
Symbiodinium33874	K03596
Symbiodinium27610	K10436
Symbiodinium33985	K20347
Symbiodinium47152	K22684
Symbiodinium32596	K07562
Symbiodinium38226	K11744
Symbiodinium25441	K04794
Symbiodinium27264	K00362
Symbiodinium27315	K02898
Symbiodinium15738	K03068
Symbiodinium28114	K01756
Symbiodinium31056	K06207
Symbiodinium15313	K12132
Symbiodinium17051	K03100
Symbiodinium12186	K01053
Symbiodinium42549	K07359
Symbiodinium20897	K15033
Symbiodinium43843	K10615
Symbiodinium11014	K12486
Symbiodinium27833	K11481
Symbiodinium42138	K18633
Symbiodinium33766	K08486
Symbiodinium44063	K01951
Symbiodinium26910	K14326
Symbiodinium24272	K05633
Symbiodinium12044	K13861
Symbiodinium37294	K14411
Symbiodinium58359	K10273
Symbiodinium25646	K00545
Symbiodinium43755	K10436
Symbiodinium39370	K10380
Symbiodinium54591	K25316
Symbiodinium38180	K07178
Symbiodinium47356	K12373
Symbiodinium39064	K22614
Symbiodinium27470	K03767
Symbiodinium15593	K23490
Symbiodinium34709	K19759
Symbiodinium32901	K20028
Symbiodinium33051	K06994
Symbiodinium32119	K00630
Symbiodinium30815	K24427
Symbiodinium14152	K02637
Symbiodinium21142	K10357
Symbiodinium38639	K03327
Symbiodinium8884	K04948
Symbiodinium9541	K06173
Symbiodinium39045	K24205
Symbiodinium26638	K01216
Symbiodinium46889	K00939
Symbiodinium26730	K01408
Symbiodinium32567	K00383
Symbiodinium38861	K22763
Symbiodinium41222	K24685
Symbiodinium27445	K09493
Symbiodinium2011	K06178
Symbiodinium9906	K12486
Symbiodinium27708	K06174
Symbiodinium28461	K04598
Symbiodinium8930	K18081
Symbiodinium31834	K03686
Symbiodinium53679	K06287
Symbiodinium24640	K17592
Symbiodinium34039	K13113
Symbiodinium28259	K06674
Symbiodinium21674	K10396
Symbiodinium52092	K15085
Symbiodinium28800	K04077
Symbiodinium49039	K08857
Symbiodinium11709	K10799
Symbiodinium37963	K14803
Symbiodinium29713	K10755
Symbiodinium26350	K06221
Symbiodinium31096	K24722
Symbiodinium33799	K02183
Symbiodinium30276	K02183
Symbiodinium5869	K03327
Symbiodinium17723	K02112
Symbiodinium32387	K00274
Symbiodinium6762	K17868
Symbiodinium28927	K00939
Symbiodinium14567	K00472
Symbiodinium20452	K22762
Symbiodinium55706	K04711
Symbiodinium28871	K09586
Symbiodinium56946	K12486
Symbiodinium28303	K12442
Symbiodinium5199	K01025
Symbiodinium27805	K03283
Symbiodinium38210	K15004
Symbiodinium42453	K04905
Symbiodinium39467	K06636
Symbiodinium55143	K00059
Symbiodinium31798	K18798
Symbiodinium36593	K10450
Symbiodinium42793	K06826
Symbiodinium41708	K14826
Symbiodinium15109	K00033
Symbiodinium47560	K15276
Symbiodinium8005	K11000
Symbiodinium47333	K09516
Symbiodinium46336	K08498
Symbiodinium45443	K05970
Symbiodinium23818	K08869
Symbiodinium31303	K22762
Symbiodinium11869	K00226
Symbiodinium5312	K24220
Symbiodinium14763	K16871
Symbiodinium52941	K11703
Symbiodinium5961	K00993
Symbiodinium45192	K11087
Symbiodinium34559	K01135
Symbiodinium51792	K18464
Symbiodinium32704	K01208
Symbiodinium29047	K01887
Symbiodinium54572	K20103
Symbiodinium37673	K10380
Symbiodinium51419	K22614
Symbiodinium41751	K05794
Symbiodinium5101	K00565
Symbiodinium50384	K00545
Symbiodinium51829	K10380
Symbiodinium38262	K04730
Symbiodinium39999	K14445
Symbiodinium52686	K20242
Symbiodinium45510	K05712
Symbiodinium8417	K24680
Symbiodinium30970	K20222
Symbiodinium16480	K07320
Symbiodinium65675	K06115
Symbiodinium14475	K07238
Symbiodinium49227	K15283
Symbiodinium8977	K03686
Symbiodinium27374	K03147
Symbiodinium45987	K03978
Symbiodinium9340	K10867
Symbiodinium5491	K01410
Symbiodinium29293	K25554
Symbiodinium31658	K14408
Symbiodinium6944	K10380
Symbiodinium75000	K03040
Symbiodinium57858	K06178
Symbiodinium20801	K04461
Symbiodinium58394	K16726
Symbiodinium19437	K03470
Symbiodinium23863	K02870
Symbiodinium15882	K21768
Symbiodinium14128	K23802
Symbiodinium31755	K14821
Symbiodinium33603	K16458
Symbiodinium37598	K26544
Symbiodinium29630	K04567
Symbiodinium5054	K10380
Symbiodinium21630	K10380
Symbiodinium28560	K01358
Symbiodinium44160	K08963
Symbiodinium29070	K02155
Symbiodinium16684	K09667
Symbiodinium9265	K05592
Symbiodinium6901	K20196
Symbiodinium37984	K23330
Symbiodinium27961	K00021
Symbiodinium46294	K01866
Symbiodinium37560	K13448
Symbiodinium30212	K25547
Symbiodinium29466	K25458
Symbiodinium30217	K11072
Symbiodinium37076	K22763
Symbiodinium42338	K14411
Symbiodinium27049	K03839
Symbiodinium10008	K12444
Symbiodinium45012	K06515
Symbiodinium44645	K01414
Symbiodinium33462	K13412
Symbiodinium26732	K00545
Symbiodinium19054	K05016
Symbiodinium42449	K26544
Symbiodinium36136	K16675
Symbiodinium26554	K02183
Symbiodinium15750	K11068
Symbiodinium30069	K13448
Symbiodinium31514	K12376
Symbiodinium19561	K02927
Symbiodinium28272	K04649
Symbiodinium30676	K08248
Symbiodinium23835	K00558
Symbiodinium31437	K00649
Symbiodinium50592	K24635
Symbiodinium29372	K14297
Symbiodinium26419	K08582
Symbiodinium21594	K23025
Symbiodinium12345	K25894
Symbiodinium39728	K08585
Symbiodinium41228	K04739
Symbiodinium28595	K00930
Symbiodinium50248	K04886
Symbiodinium40399	K04708
Symbiodinium2222	K18672
Symbiodinium17674	K10357
Symbiodinium20425	K03218
Symbiodinium44777	K13696
Symbiodinium26863	K21806
Symbiodinium8893	K24939
Symbiodinium42195	K15516
Symbiodinium52684	K17560
Symbiodinium27672	K02997
Symbiodinium5197	K07374
Symbiodinium43735	K11161
Symbiodinium46778	K26544
Symbiodinium13800	K20069
Symbiodinium7777	K03654
Symbiodinium47228	K16602
Symbiodinium39119	K26544
Symbiodinium53936	K05662
Symbiodinium30273	K00706
Symbiodinium44983	K14802
Symbiodinium8035	K00012
Symbiodinium19924	K03439
Symbiodinium11840	K02910
Symbiodinium62149	K06641
Symbiodinium39276	K05677
Symbiodinium37102	K14794
Symbiodinium5393	K04905
Symbiodinium33924	K24427
Symbiodinium12258	K23882
Symbiodinium37426	K13298
Symbiodinium30089	K07944
Symbiodinium44899	K24083
Symbiodinium37149	K09773
Symbiodinium51494	K10592
Symbiodinium7879	K14290
Symbiodinium8687	K02295
Symbiodinium36302	K04615
Symbiodinium51007	K00852
Symbiodinium45994	K05657
Symbiodinium20822	K14683
Symbiodinium24913	K19199
Symbiodinium49685	K03000
Symbiodinium42931	K07199
Symbiodinium51326	K17256
Symbiodinium60502	K10407
Symbiodinium29316	K14379
Symbiodinium38831	K12888
Symbiodinium48918	K08057
Symbiodinium22337	K15667
Symbiodinium32631	K16726
Symbiodinium39867	K02087
Symbiodinium52261	K01480
Symbiodinium10530	K12460
Symbiodinium59115	K10380
Symbiodinium5435	K08960
Symbiodinium51139	K08093
Symbiodinium6910	K11407
Symbiodinium46138	K22614
Symbiodinium29755	K08737
Symbiodinium12578	K10380
Symbiodinium38471	K04710
Symbiodinium18972	K12132
Symbiodinium2343	K17710
Symbiodinium54750	K09843
Symbiodinium32817	K05917
Symbiodinium31611	K01379
Symbiodinium49347	K09510
Symbiodinium50968	K03786
Symbiodinium34425	K01517
Symbiodinium55092	K12486
Symbiodinium36055	K01897
Symbiodinium34568	K04984
Symbiodinium32497	K10380
Symbiodinium32113	K13448
Symbiodinium29690	K04382
Symbiodinium54436	K13727
Symbiodinium5099	K10615
Symbiodinium18325	K21440
Symbiodinium46817	K03259
Symbiodinium33130	K14726
Symbiodinium27535	K01805
